EC_number 	 Annotation 	 GOterm
EC:1.21.3.6 	" sulfuretin synthase activity "	GO:102791
EC:1.3.1.24 	" biliverdin reductase (NAD(P)H) activity "	GO:4074
EC:1.3.1.24 	" biliberdin reductase NAD+ activity "	GO:106276
EC:1.3.1.24 	" biliverdin reductase (NADPH) activity "	GO:106277
EC:1.3.1.48 	" 13-prostaglandin reductase activity "	GO:36132
EC:1.3.1.48 	" 15-oxoprostaglandin 13-oxidase activity "	GO:47522
EC:1.3.1.81 	" (+)-pulegone reductase, (+)-isomenthone as substrate, activity "	GO:52579
EC:1.3.1.81 	" (+)-pulegone reductase, (-)-menthone as substrate, activity "	GO:52580
EC:1.3.1.88 	" tRNA-dihydrouridine16 synthase activity "	GO:102262
EC:1.3.1.88 	" tRNA-dihydrouridine17 synthase activity "	GO:102263
EC:1.3.1.90 	" tRNA-dihydrouridine20a synthase activity "	GO:102266
EC:1.3.1.90 	" tRNA-dihydrouridine20b synthase activity "	GO:102267
EC:1.3.5.6 	" 9,9'-di-cis-zeta-carotene desaturase activity "	GO:16719
EC:1.3.5.6 	" 9,9'-dicis-carotene:quinone oxidoreductase activity "	GO:52886
EC:1.3.5.6 	" 7,9,9'-tricis-neurosporene:quinone oxidoreductase activity "	GO:52887
EC:1.3.8.2 	" 4,4'-diapophytoene desaturase (4,4'-diaponeurosporene-forming) "	GO:102223
EC:1.3.8.2 	" 4,4'-diapophytoene desaturase (4,4'-diapolycopene-forming) "	GO:140868
EC:1.3.8.5 	" 2-methylbutanoyl-CoA dehydrogenase activity "	GO:3853
EC:1.3.8.5 	" 2-methylpropanoyl-CoA dehydrogenase activity "	GO:102035
EC:1.3.99.- 	" 4-methyloctanoyl-CoA dehydrogenase activity "	GO:34580
EC:1.3.99.- 	" naphthyl-2-methyl-succinyl-CoA dehydrogenase activity "	GO:34845
EC:1.3.99.- 	" 2-methylhexanoyl-CoA dehydrogenase activity "	GO:34916
EC:1.3.99.- 	" thiol-driven fumarate reductase activity "	GO:43830
EC:1.3.99.- 	" coenzyme F420-dependent 2,4,6-trinitrophenol reductase activity "	GO:52758
EC:1.3.99.- 	" coenzyme F420-dependent 2,4,6-trinitrophenol hydride reductase activity "	GO:52759
EC:1.3.99.- 	" coenzyme F420-dependent 2,4-dinitrophenol reductase activity "	GO:52760
EC:1.4.3.- 	" oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor "	GO:16641
EC:1.4.3.- 	" D-lysine oxidase activity "	GO:43912
EC:1.4.3.16 	" L-aspartate oxidase activity "	GO:8734
EC:1.4.3.16 	" L-aspartate:fumarate oxidoreductase activity "	GO:44318
EC:1.4.3.21 	" primary amine oxidase activity "	GO:8131
EC:1.4.3.21 	" aliphatic amine oxidase activity "	GO:52595
EC:1.4.3.22 	" diamine oxidase activity "	GO:52597
EC:1.4.3.22 	" histamine oxidase activity "	GO:52598
EC:1.4.3.22 	" methylputrescine oxidase activity "	GO:52599
EC:1.4.3.22 	" propane-1,3-diamine oxidase activity "	GO:52600
EC:1.5.1.40 	" reduced coenzyme F420:NADP+ oxidoreductase activity "	GO:52808
EC:1.5.1.40 	" 8-hydroxy-5-deazaflavin:NADPH oxidoreductase activity "	GO:102261
EC:1.5.1.5 	" methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity "	GO:4486
EC:1.5.1.5 	" methylenetetrahydrofolate dehydrogenase (NADP+) activity "	GO:4488
EC:1.5.3.13 	" N(1),N(12)-diacetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity "	GO:52899
EC:1.5.3.13 	" spermine:oxygen oxidoreductase (spermidine-forming) activity "	GO:52901
EC:1.5.3.13 	" spermidine:oxygen oxidoreductase (3-aminopropanal-forming) activity "	GO:52902
EC:1.5.3.13 	" N1-acetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity "	GO:52903
EC:1.5.3.13 	" N1-acetylspermidine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity "	GO:52904
EC:1.5.3.14 	" N1-acetylspermine:oxygen oxidoreductase (propane-1,3-diamine-forming) activity "	GO:52893
EC:1.5.3.14 	" spermidine oxidase (propane-1,3-diamine-forming) activity "	GO:52896
EC:1.5.3.14 	" spermine oxidase (propane-1,3-diamine-forming) activity "	GO:52900
EC:1.5.3.16 	" norspermine:oxygen oxidoreductase activity "	GO:52894
EC:1.5.3.16 	" N1-acetylspermine:oxygen oxidoreductase (N1-acetylspermidine-forming) activity "	GO:52895
EC:1.5.3.16 	" spermine:oxygen oxidoreductase (spermidine-forming) activity "	GO:52901
EC:1.5.3.17 	" spermine:oxygen oxidoreductase (spermidine-forming) activity "	GO:52901
EC:1.5.3.17 	" spermidine:oxygen oxidoreductase (3-aminopropanal-forming) activity "	GO:52902
EC:1.5.3.17 	" N1-acetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity "	GO:52903
EC:1.5.3.17 	" N1-acetylspermidine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity "	GO:52904
EC:1.5.3.6 	" (R)-6-hydroxynicotine oxidase activity "	GO:18530
EC:1.5.3.6 	" hydroxy-nicotine oxidase activity "	GO:19116
EC:1.5.99.- 	" 5,10-methenyl-5,6,7,8-tetrahydromethanopterin dehydrogenase activity "	GO:18532
EC:1.5.99.- 	" nitrilotriacetate dehydrogenase activity "	GO:18534
EC:1.5.99.- 	" isoproturon dimethylaminedehydrogenase activity "	GO:34568
EC:1.5.99.- 	" hydroxymonomethylisoproturon dimethylaminedehydrogenase activity "	GO:34570
EC:1.5.99.- 	" monodemethylisoproturon dimethylaminedehydrogenase activity "	GO:34572
EC:1.6.1.1 	" NAD(P)+ transhydrogenase (B-specific) activity "	GO:3957
EC:1.6.1.1 	" NAD(P)+ transhydrogenase activity "	GO:8746
EC:1.6.99.1 	" NADPH dehydrogenase activity "	GO:3959
EC:1.6.99.1 	" pentaerythritol trinitrate reductase activity "	GO:18548
EC:1.7.2.3 	" trimethylamine-N-oxide reductase activity "	GO:9033
EC:1.7.2.3 	" trimethylamine-N-oxide reductase (cytochrome c) activity "	GO:50626
EC:1.7.3.1 	" nitroethane oxidase activity "	GO:50141
EC:1.7.3.1 	" nitroalkane oxidase activity "	GO:52664
EC:1.7.99.- 	" trinitrophenol dihydride denitratase activity "	GO:34800
EC:1.7.99.- 	" trinitrophenol hydride denitratase activity "	GO:34914
EC:1.97.1.- 	" vinyl chloride reductive dehalogenase activity "	GO:18698
EC:1.97.1.- 	" 1,1,1-trichloroethane reductive dehalogenase activity "	GO:18699
EC:1.97.1.- 	" 2-chloro-N-isopropylacetanilide reductive dehalogenase activity "	GO:18700
EC:1.97.1.- 	" 2,5-dichlorohydroquinone reductive dehalogenase activity "	GO:18701
EC:1.97.1.- 	" 1,1-dichloro-2,2-bis(4-chlorophenyl)ethene dehalogenase activity "	GO:18702
EC:1.97.1.- 	" 3,3',5,5'-tetrabromobisphenol A reductive dehalogenase activity "	GO:34539
EC:1.97.1.- 	" 3-monobromobisphenol A reductive dehalogenase activity "	GO:34540
EC:1.97.1.- 	" trimethylarsine oxidase activity "	GO:34542
EC:1.97.1.- 	" 2,4-dichloroaniline reductive dehalogenase activity "	GO:34546
EC:1.97.1.- 	" dimethylarsinate reductase activity "	GO:34550
EC:1.97.1.- 	" 3,3',5-tribromobisphenol A reductive dehalogenase activity "	GO:34554
EC:1.97.1.- 	" 3,3'-dibromobisphenol A reductive dehalogenase activity "	GO:34555
EC:1.97.1.- 	" chromate reductase activity "	GO:34567
EC:1.97.1.- 	" perchlorate reductase activity "	GO:34937
EC:1.97.1.- 	" 1,1-dichloroethane reductive dehalogenase activity "	GO:34949
EC:1.97.1.- 	" glycyl-radical enzyme activating activity "	GO:43364
EC:2.1.1.10 	" S-adenosylmethionine-homocysteine S-methyltransferase activity "	GO:8898
EC:2.1.1.10 	" S-methylmethionine-homocysteine S-methyltransferase activity "	GO:61627
EC:2.1.1.103 	" phosphoethanolamine N-methyltransferase activity "	GO:234
EC:2.1.1.103 	" phosphomethylethanolamine N-methyltransferase activity "	GO:52667
EC:2.1.1.146 	" (iso)eugenol O-methyltransferase activity "	GO:50630
EC:2.1.1.146 	" S-adenosyl-L-methionine:eugenol-O-methyltransferase activity "	GO:102719
EC:2.1.1.157 	" dimethylglycine N-methyltransferase activity "	GO:52729
EC:2.1.1.157 	" sarcosine N-methyltransferase activity "	GO:52730
EC:2.1.1.160 	" theobromine:S-adenosyl-L-methionine 1-N-methyltransferase activity "	GO:102740
EC:2.1.1.160 	" paraxanthine:S-adenosyl-L-methionine 3-N-methyltransferase activity "	GO:102741
EC:2.1.1.162 	" dimethylglycine N-methyltransferase activity "	GO:52729
EC:2.1.1.162 	" sarcosine N-methyltransferase activity "	GO:52730
EC:2.1.1.163 	" demethylmenaquinone methyltransferase activity "	GO:43770
EC:2.1.1.163 	" S-adenosylmethionine:2-demethylquinol-8 methyltransferase activity "	GO:102027
EC:2.1.1.163 	" S-adenosylmethionine:2-demethylmenaquinol methyltransferase activity "	GO:102094
EC:2.1.1.163 	" S-adenosylmethionine:2-demethylmenaquinol-7 methyltransferase activity "	GO:102955
EC:2.1.1.192 	" tRNA (adenine(37)-C2)-methyltransferase activity "	GO:2935
EC:2.1.1.192 	" rRNA (adenine(2503)-C2-)-methyltransferase activity "	GO:70040
EC:2.1.1.205 	" tRNA (cytidine(32)-2'-O)-methyltransferase activity "	GO:106339
EC:2.1.1.205 	" tRNA (guanine(34)-2'-O)-methyltransferase activity "	GO:106340
EC:2.1.1.207 	" tRNA (cytidine(34)-2'-O)-methyltransferase activity "	GO:141098
EC:2.1.1.207 	" tRNA (5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase activity "	GO:141102
EC:2.1.1.254 	" erythromycin C 3''-o-methyltransferase activity "	GO:102307
EC:2.1.1.254 	" erythromycin D 3''-o-methyltransferase activity "	GO:102308
EC:2.1.1.267 	" myricetin 3'-O-methyltransferase activity "	GO:33799
EC:2.1.1.267 	" laricitrin 5'-O-methyltransferase activity "	GO:70448
EC:2.1.1.291 	" (S)-reticuline 7-O-methyltransferase activity "	GO:102917
EC:2.1.1.291 	" (R)-reticuline 7-O-methyltransferase activity "	GO:102918
EC:2.1.1.356 	" histone H3K27 methyltransferase activity "	GO:46976
EC:2.1.1.356 	" histone H3K27 trimethyltransferase activity "	GO:140951
EC:2.1.1.42 	" luteolin O-methyltransferase activity "	GO:30744
EC:2.1.1.42 	" quercetin 3'-O-methyltransferase activity "	GO:102822
EC:2.1.1.49 	" amine N-methyltransferase activity "	GO:30748
EC:2.1.1.49 	" S-adenosyl-L-methionine:beta-alanine N-methyltransferase activity "	GO:102707
EC:2.1.1.71 	" phosphatidyl-N-methylethanolamine N-methyltransferase activity "	GO:773
EC:2.1.1.71 	" phosphatidyl-N-dimethylethanolamine N-methyltransferase activity "	GO:80101
EC:2.1.2.- 	" hydroxymethyl-, formyl- and related transferase activity "	GO:16742
EC:2.1.2.- 	" tetrahydromethanopterin-dependent serine hydroxymethyltransferase activity "	GO:44685
EC:2.3.1.- 	" acyltransferase activity, transferring groups other than amino-acyl groups "	GO:16747
EC:2.3.1.- 	" 2-methylhexanoyl-CoA C-acetyltransferase activity "	GO:34915
EC:2.3.1.- 	" 2,6-dimethyl-5-methylene-3-oxo-heptanoyl-CoA C-acetyltransferase activity "	GO:34945
EC:2.3.1.- 	" keto acid formate lyase activity "	GO:43806
EC:2.3.1.1 	" acetyl-CoA:L-glutamate N-acetyltransferase activity "	GO:4042
EC:2.3.1.1 	" methione N-acyltransferase activity "	GO:103045
EC:2.3.1.135 	" phosphatidylcholine-retinol O-acyltransferase activity "	GO:47173
EC:2.3.1.135 	" lecithin:11-cis retinol acyltransferase activity "	GO:102279
EC:2.3.1.15 	" glycerol-3-phosphate O-acyltransferase activity "	GO:4366
EC:2.3.1.15 	" sn-1-glycerol-3-phosphate C16:0-DCA-CoA acyl transferase activity "	GO:102420
EC:2.3.1.153 	" anthocyanin 5-aromatic acyltransferase activity "	GO:47183
EC:2.3.1.153 	" caffeoyl-CoA:pelargonidin-3,5-diglucoside 5-O-glucoside-6-O-hydroxycinnamoyltransferase activity "	GO:102777
EC:2.3.1.153 	" caffeoyl-CoA:delphinidin-3,5-diglucoside 5-O-glucoside-6-O-hydroxycinnamoyltransferase activity "	GO:102815
EC:2.3.1.164 	" isopenicillin-N N-acyltransferase activity "	GO:50640
EC:2.3.1.164 	" acyl coenzyme A: isopenicillin N acyltransferase activity "	GO:102920
EC:2.3.1.171 	" anthocyanin 6''-O-malonyltransferase activity "	GO:33809
EC:2.3.1.171 	" cyanidin 3-O-glucoside 6''-O-malonyltransferase activity "	GO:102588
EC:2.3.1.176 	" propanoyl-CoA C-acyltransferase activity "	GO:33814
EC:2.3.1.176 	" propionyl-CoA C2-trimethyltridecanoyltransferase activity "	GO:50632
EC:2.3.1.181 	" octanoyltransferase activity "	GO:16415
EC:2.3.1.181 	" lipoyl(octanoyl) transferase activity "	GO:33819
EC:2.3.1.219 	" demethoxycurcumin synthase "	GO:102103
EC:2.3.1.219 	" demethoxycurcumin synthase activity from feruloylacetyl-CoA "	GO:102105
EC:2.3.1.224 	" 2-phenylethanol acetyltransferase activity "	GO:102387
EC:2.3.1.224 	" acetyl-coenzyme A:acetyl alcohol acetyltransferase activity "	GO:102720
EC:2.3.1.30 	" serine O-acetyltransferase activity "	GO:9001
EC:2.3.1.30 	" serine O-acyltransferase activity "	GO:16412
EC:2.3.1.39 	" [acyl-carrier-protein] S-malonyltransferase activity "	GO:4314
EC:2.3.1.39 	" S-malonyltransferase activity "	GO:16419
EC:2.3.1.74 	" naringenin-chalcone synthase activity "	GO:16210
EC:2.3.1.74 	" chalcone synthase activity "	GO:102128
EC:2.4.1.1 	" 1,4-alpha-oligoglucan phosphorylase activity "	GO:4645
EC:2.4.1.1 	" linear malto-oligosaccharide phosphorylase activity "	GO:102250
EC:2.4.1.1 	" SHG alpha-glucan phosphorylase activity "	GO:102499
EC:2.4.1.126 	" hydroxycinnamate 4-beta-glucosyltransferase activity "	GO:47218
EC:2.4.1.126 	" daphnetin 4-O-beta-glucosyltransferase activity "	GO:102359
EC:2.4.1.126 	" esculetin 4-O-beta-glucosyltransferase activity "	GO:102361
EC:2.4.1.147 	" acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity "	GO:47224
EC:2.4.1.147 	" acetylgalactosaminyl-O-glycosyl-threonyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity "	GO:106327
EC:2.4.1.147 	" acetylgalactosaminyl-O-glycosyl-seryl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity "	GO:106328
EC:2.4.1.148 	" acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity "	GO:47225
EC:2.4.1.148 	" acetylgalactosaminyl-O-glycosyl-seryl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity "	GO:106325
EC:2.4.1.148 	" acetylgalactosaminyl-O-glycosyl-threonyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity "	GO:106326
EC:2.4.1.173 	" sterol 3-beta-glucosyltransferase activity "	GO:16906
EC:2.4.1.173 	" soladodine glucosyltransferase activity "	GO:102202
EC:2.4.1.173 	" brassicasterol glucosyltransferase activity "	GO:102203
EC:2.4.1.173 	" cholesterol alpha-glucosyltransferase activity "	GO:102205
EC:2.4.1.18 	" 1,4-alpha-glucan branching enzyme activity "	GO:3844
EC:2.4.1.18 	" 1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis) "	GO:102752
EC:2.4.1.184 	" galactolipid galactosyltransferase activity "	GO:46480
EC:2.4.1.184 	" beta,beta digalactosyldiacylglycerol galactosyltransferase activity "	GO:102996
EC:2.4.1.186 	" glycogenin glucosyltransferase activity "	GO:8466
EC:2.4.1.186 	" UDP-alpha-D-glucose:glucosyl-glycogenin alpha-D-glucosyltransferase activity "	GO:102751
EC:2.4.1.195 	" thiohydroximate beta-D-glucosyltransferase activity "	GO:47251
EC:2.4.1.195 	" UDP-glucose: 4-methylthiobutylhydroximate S-glucosyltransferase activity "	GO:102659
EC:2.4.1.195 	" UDP-glucose:5-methylthiopentylhydroximate S-glucosyltransferase activity "	GO:103099
EC:2.4.1.195 	" UDP-glucose: 6-methylthiohexylhydroximate S-glucosyltransferase activity "	GO:103100
EC:2.4.1.195 	" UDP-glucose:7-methylthioheptylhydroximate S-glucosyltransferase activity "	GO:103101
EC:2.4.1.195 	" UDP-glucose:8-methylthiooctylhydroximate S-glucosyltransferase activity "	GO:103102
EC:2.4.1.195 	" UDP-glucose: 9-methylthiononylhydroximate S-glucosyltransferase activity "	GO:103103
EC:2.4.1.21 	" starch synthase activity "	GO:9011
EC:2.4.1.21 	" alpha-1,4-glucan synthase activity "	GO:33201
EC:2.4.1.227 	" undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity "	GO:50511
EC:2.4.1.227 	" UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity "	GO:51991
EC:2.4.1.234 	" kaempferol 3-O-galactosyltransferase activity "	GO:33834
EC:2.4.1.234 	" quercetin 3-O-beta:-D-galactosyltransferase activity "	GO:102479
EC:2.4.1.242 	" NDP-glucose-starch glucosyltransferase activity "	GO:33840
EC:2.4.1.242 	" ADP-glucose-starch glucosyltransferase activity "	GO:102502
EC:2.4.1.25 	" 4-alpha-glucanotransferase activity "	GO:4134
EC:2.4.1.25 	" beta-maltose 4-alpha-glucanotransferase activity "	GO:102500
EC:2.4.1.253 	" baicalein 7-O-glucuronosyltransferase activity "	GO:102159
EC:2.4.1.253 	" scutellarein 7-O-glucuronosyltransferase activity "	GO:102467
EC:2.4.1.253 	" wogonin 7-O-glucuronosyltransferase activity "	GO:102468
EC:2.4.1.286 	" naringenin chalcone 4'-O-glucosyltransferase activity "	GO:102890
EC:2.4.1.286 	" 2'4'6'34-pentahydroxychalcone 4'-O-glucosyltransferase activity "	GO:102891
EC:2.4.1.299 	" cyanidin 3-O-glucoside 5-O glucosyltransferase (vanilloyl-glucose dependent) activity "	GO:102458
EC:2.4.1.299 	" cyanidin 3-O-glucoside 5-O-glucosyltransferase (acyl-glucose dependent) activity "	GO:102506
EC:2.4.1.299 	" pelargonidin 3-O-glucoside 5-O-glucosyltransferase (acyl-glucose dependent) activity "	GO:102510
EC:2.4.1.299 	" delphinidin 3-O-glucoside 5-O-glucosyltransferase (acyl-glucose dependent) activity "	GO:102512
EC:2.4.1.300 	" cyanidin 3-O-glucoside 7-O-glucosyltransferase (vanilloyl-glucose dependent) activity "	GO:102457
EC:2.4.1.300 	" cyanidin 3-O-glucoside 7-O-glucosyltransferase (hydroxybenzoly-glucose dependent) activity "	GO:102507
EC:2.4.1.300 	" pelargonidin 3-O-glucoside 7-O-glucosyltransferase (acyl-glucose dependent) activity "	GO:102511
EC:2.4.1.300 	" cyanidin 3-O-glucoside 7-O-glucosyltransferase (feruloyl-glucose dependent) activity "	GO:102514
EC:2.4.1.48 	" heteroglycan alpha-mannosyltransferase activity "	GO:47264
EC:2.4.1.48 	" heteroglycan 3-alpha-mannosyltransferase activity "	GO:52818
EC:2.4.1.48 	" heteroglycan 2-alpha-mannosyltransferase activity "	GO:52819
EC:2.4.1.80 	" ceramide glucosyltransferase activity "	GO:8120
EC:2.4.1.80 	" dihydroceramide glucosyltransferase activity "	GO:102769
EC:2.4.1.91 	" flavonol 3-O-glucosyltransferase activity "	GO:47893
EC:2.4.1.91 	" daphnetin 3-O-glucosyltransferase activity "	GO:102360
EC:2.4.1.91 	" myricetin 3-O-glucosyltransferase activity "	GO:102425
EC:2.4.2.8 	" hypoxanthine phosphoribosyltransferase activity "	GO:4422
EC:2.4.2.8 	" guanine phosphoribosyltransferase activity "	GO:52657
EC:2.5.1.- 	" transferase activity, transferring alkyl or aryl (other than methyl) groups "	GO:16765
EC:2.5.1.- 	" ATP dimethylallyltransferase activity "	GO:52622
EC:2.5.1.- 	" ADP dimethylallyltransferase activity "	GO:52623
EC:2.5.1.104 	" cadaverine aminopropyltransferase activity "	GO:43918
EC:2.5.1.104 	" agmatine aminopropyltransferase activity "	GO:43919
EC:2.5.1.105 	" 7,8-dihydropterin-6-yl-methyl-4-(beta-D-ribofuranosyl)aminobenzene 5'-phosphate synthase "	GO:102041
EC:2.5.1.105 	" [1-(2-amino-7-methyl-4-oxo-7,8-dihydro-3H-pteridin-6-yl)]ethyl-4-(beta-D-ribofuranosyl)aminobenzene 5'-phosphate synthase activity "	GO:102638
EC:2.5.1.21 	" farnesyl-diphosphate farnesyltransferase activity "	GO:4310
EC:2.5.1.21 	" squalene synthase activity "	GO:51996
EC:2.5.1.39 	" 4-hydroxybenzoate decaprenyltransferase activity "	GO:2083
EC:2.5.1.39 	" 4-hydroxybenzoate octaprenyltransferase activity "	GO:8412
EC:2.5.1.39 	" 4-hydroxybenzoate nonaprenyltransferase activity "	GO:47293
EC:2.5.1.48 	" cystathionine gamma-synthase activity "	GO:3962
EC:2.5.1.48 	" cystathionine gamma-synthase activity (acts on O-phosphohomoserine) "	GO:102028
EC:2.6.1.42 	" branched-chain-amino-acid transaminase activity "	GO:4084
EC:2.6.1.42 	" L-leucine transaminase activity "	GO:52654
EC:2.6.1.42 	" L-valine transaminase activity "	GO:52655
EC:2.6.1.42 	" L-isoleucine transaminase activity "	GO:52656
EC:2.6.1.50 	" glutamine-scyllo-inositol transaminase activity "	GO:47310
EC:2.6.1.50 	" L-glutamine:2-oxoglutarate aminotransferase activity "	GO:80100
EC:2.6.1.57 	" aromatic-amino-acid:2-oxoglutarate aminotransferase activity "	GO:8793
EC:2.6.1.57 	" L-phenylalanine:2-oxoglutarate aminotransferase activity "	GO:80130
EC:2.6.1.58 	" L-phenylalanine:pyruvate aminotransferase activity "	GO:47312
EC:2.6.1.58 	" L-tyrosine:pyruvate aminotransferase activity "	GO:80098
EC:2.6.1.96 	" 4-aminobutyrate:pyruvate transaminase activity "	GO:34387
EC:2.6.1.96 	" gamma-aminobutyrate transaminase (glyoxylate dependent) activity "	GO:102351
EC:2.7.1.138 	" ceramide kinase activity "	GO:1729
EC:2.7.1.138 	" dihydroceramide kinase activity "	GO:102773
EC:2.7.1.140 	" inositol tetrakisphosphate 5-kinase activity "	GO:47326
EC:2.7.1.140 	" myo-inositol-1,2,3,4,6-heptakisphosphate 5-kinase activity "	GO:102732
EC:2.7.1.159 	" inositol-1,3,4-trisphosphate 6-kinase activity "	GO:52725
EC:2.7.1.159 	" inositol-1,3,4-trisphosphate 5-kinase activity "	GO:52726
EC:2.7.1.216 	" CTP:farnesol kinase activity "	GO:52668
EC:2.7.1.216 	" CTP:geranylgeraniol kinase activity "	GO:52672
EC:2.7.1.216 	" ATP:geranylgeraniol phosphotransferase activity "	GO:102243
EC:2.7.1.73 	" inosine kinase activity "	GO:8906
EC:2.7.1.73 	" guanosine kinase activity "	GO:106366
EC:2.7.1.91 	" sphinganine kinase activity "	GO:8481
EC:2.7.1.91 	" D-erythro-sphingosine kinase activity "	GO:17050
EC:2.7.10.2 	" protein tyrosine kinase activity "	GO:4713
