"x"
"1" "UNINTEGRATED|g__Absiella.s__Absiella_dolichum"
"24521" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Butyrivibrio.s__Butyrivibrio_crossotus"
"24522" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Candidatus_Gastranaerophilales_unclassified.s__Candidatus_Gastranaerophilales_bacterium_HUM_10"
"24523" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Candidatus_Stoquefichus.s__Candidatus_Stoquefichus_sp_KLE1796"
"24524" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Citrobacter.s__Citrobacter_amalonaticus"
"24525" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Citrobacter.s__Citrobacter_braakii"
"24526" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Citrobacter.s__Citrobacter_freundii"
"24527" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Citrobacter.s__Citrobacter_portucalensis"
"24528" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Citrobacter.s__Citrobacter_youngae"
"24529" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Clostridiales_unclassified.s__Clostridiales_bacterium_1_7_47FAA"
"24530" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Clostridioides.s__Clostridioides_difficile"
"24531" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Clostridium.s__Clostridium_butyricum"
"24532" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Clostridium.s__Clostridium_neonatale"
"24533" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Clostridium.s__Clostridium_paraputrificum"
"24534" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Clostridium.s__Clostridium_perfringens"
"24535" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Clostridium.s__Clostridium_sp_7_2_43FAA"
"24536" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Clostridium.s__Clostridium_sp_AM22_11AC"
"24537" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Clostridium.s__Clostridium_sp_CAG_221"
"24538" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Clostridium.s__Clostridium_sp_CAG_299"
"24539" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Clostridium.s__Clostridium_sp_CAG_307"
"24540" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Clostridium.s__Clostridium_sp_CAG_349"
"24541" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Clostridium.s__Clostridium_sp_CAG_58"
"24542" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Clostridium.s__Clostridium_sp_CAG_813"
"24543" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Clostridium.s__Clostridium_sp_D5"
"24544" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Clostridium.s__Clostridium_sp_chh4_2"
"24545" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Collinsella.s__Collinsella_intestinalis"
"24546" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Collinsella.s__Collinsella_stercoris"
"24547" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Coprobacillus.s__Coprobacillus_cateniformis"
"24548" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Coprobacillus.s__Coprobacillus_sp_CAG_698"
"24549" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Coprococcus.s__Coprococcus_catus"
"24550" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Dielma.s__Dielma_fastidiosa"
"24551" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Dorea.s__Dorea_formicigenerans"
"24552" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Dorea.s__Dorea_longicatena"
"24553" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Enterobacter.s__Enterobacter_cloacae"
"24554" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Enterococcus.s__Enterococcus_avium"
"24555" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Enterococcus.s__Enterococcus_casseliflavus"
"24556" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Enterococcus.s__Enterococcus_durans"
"24557" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Enterococcus.s__Enterococcus_faecalis"
"24558" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Enterococcus.s__Enterococcus_faecium"
"24559" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Enterococcus.s__Enterococcus_gallinarum"
"24560" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Enterococcus.s__Enterococcus_hirae"
"24561" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Enterococcus.s__Enterococcus_saccharolyticus"
"24562" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Enterococcus.s__Enterococcus_thailandicus"
"24563" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Erysipelatoclostridium.s__Clostridium_spiroforme"
"24564" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Erysipelatoclostridium.s__Erysipelatoclostridium_ramosum"
"24565" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Escherichia.s__Escherichia_coli"
"24566" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Escherichia.s__Escherichia_fergusonii"
"24567" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Escherichia.s__Escherichia_marmotae"
"24568" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Eubacterium.s__Eubacterium_eligens"
"24569" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Eubacterium.s__Eubacterium_sp_CAG_251"
"24570" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Eubacterium.s__Eubacterium_sp_CAG_786"
"24571" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Faecalibacterium.s__Faecalibacterium_sp_CAG_74"
"24572" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Faecalicatena.s__Faecalicatena_contorta"
"24573" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_110"
"24574" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_124"
"24575" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_313"
"24576" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_424"
"24577" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_475"
"24578" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_95"
"24579" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Fusobacterium.s__Fusobacterium_mortiferum"
"24580" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Fusobacterium.s__Fusobacterium_sp_CAG_439"
"24581" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Gemmiger.s__Gemmiger_sp_An87"
"24582" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Hafnia.s__Hafnia_paralvei"
"24583" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Holdemania.s__Holdemania_filiformis"
"24584" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Hungatella.s__Hungatella_effluvii"
"24585" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Hungatella.s__Hungatella_hathewayi"
"24586" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Intestinibacter.s__Intestinibacter_bartlettii"
"24587" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Klebsiella.s__Klebsiella_aerogenes"
"24588" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Klebsiella.s__Klebsiella_grimontii"
"24589" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Klebsiella.s__Klebsiella_michiganensis"
"24590" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Klebsiella.s__Klebsiella_oxytoca"
"24591" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Klebsiella.s__Klebsiella_pneumoniae"
"24592" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Klebsiella.s__Klebsiella_quasipneumoniae"
"24593" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Klebsiella.s__Klebsiella_variicola"
"24594" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Kluyvera.s__Kluyvera_ascorbata"
"24595" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Kluyvera.s__Kluyvera_cryocrescens"
"24596" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Kosakonia.s__Kosakonia_sacchari"
"24597" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Lachnoanaerobaculum.s__Lachnoanaerobaculum_saburreum"
"24598" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Lachnoclostridium.s__Clostridium_aldenense"
"24599" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Lachnoclostridium.s__Clostridium_asparagiforme"
"24600" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Lachnoclostridium.s__Clostridium_citroniae"
"24601" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Lachnoclostridium.s__Clostridium_clostridioforme"
"24602" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Lachnoclostridium.s__Clostridium_lavalense"
"24603" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Lachnoclostridium.s__Clostridium_saccharolyticum"
"24604" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Lachnoclostridium.s__Clostridium_scindens"
"24605" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Lachnoclostridium.s__Clostridium_symbiosum"
"24606" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Lachnoclostridium.s__Lachnoclostridium_sp_An118"
"24607" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Lachnoclostridium.s__Lachnoclostridium_sp_An14"
"24608" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale"
"24609" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_2_1_46FAA"
"24610" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Lactobacillus.s__Lactobacillus_casei_group"
"24611" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Lactobacillus.s__Lactobacillus_fermentum"
"24612" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Lactobacillus.s__Lactobacillus_rhamnosus"
"24613" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Lactococcus.s__Lactococcus_lactis"
"24614" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Massiliomicrobiota.s__Massiliomicrobiota_timonensis"
"24615" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Morganella.s__Morganella_morganii"
"24616" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Murimonas.s__Murimonas_intestini"
"24617" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Peptostreptococcus.s__Peptostreptococcus_anaerobius"
"24618" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_495"
"24619" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Proteus.s__Proteus_mirabilis"
"24620" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Proteus.s__Proteus_penneri"
"24621" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Raoultella.s__Raoultella_planticola"
"24622" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Roseburia.s__Roseburia_inulinivorans"
"24623" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Ruminococcaceae_unclassified.s__Clostridium_leptum"
"24624" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Ruminococcus.s__Ruminococcus_sp_CAG_177"
"24625" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Ruminococcus.s__Ruminococcus_sp_CAG_724"
"24626" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans"
"24627" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Sellimonas.s__Sellimonas_intestinalis"
"24628" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Staphylococcus.s__Staphylococcus_aureus"
"24629" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Staphylococcus.s__Staphylococcus_epidermidis"
"24630" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Streptococcus.s__Streptococcus_australis"
"24631" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Streptococcus.s__Streptococcus_equinus"
"24632" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Streptococcus.s__Streptococcus_gallolyticus"
"24633" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Streptococcus.s__Streptococcus_infantarius"
"24634" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Streptococcus.s__Streptococcus_lutetiensis"
"24635" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Streptococcus.s__Streptococcus_mitis"
"24636" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Streptococcus.s__Streptococcus_oralis"
"24637" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Streptococcus.s__Streptococcus_parasanguinis"
"24638" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Streptococcus.s__Streptococcus_pasteurianus"
"24639" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Streptococcus.s__Streptococcus_pneumoniae"
"24640" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Streptococcus.s__Streptococcus_salivarius"
"24641" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Streptococcus.s__Streptococcus_sp_A12"
"24642" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Streptococcus.s__Streptococcus_thermophilus"
"24643" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Streptococcus.s__Streptococcus_vestibularis"
"24644" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Terrisporobacter.s__Terrisporobacter_othiniensis"
"24645" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Turicibacter.s__Turicibacter_sanguinis"
"24646" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Tyzzerella.s__Tyzzerella_nexilis"
"24647" "PWY0-1297: superpathway of purine deoxyribonucleosides degradation|unclassified"
"24648" "PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Acetobacter.s__Acetobacter_sp_CAG_977"
"24649" "PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Anaerocolumna.s__Anaerocolumna_aminovalerica"
"24650" "PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Anaerosporobacter.s__Anaerosporobacter_mobilis"
"24651" "PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Atopobium.s__Atopobium_rimae"
"24652" "PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Azospirillum.s__Azospirillum_sp_CAG_260"
"24653" "PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Citrobacter.s__Citrobacter_amalonaticus"
"24654" "PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Citrobacter.s__Citrobacter_braakii"
"24655" "PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Citrobacter.s__Citrobacter_freundii"
"24656" "PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Citrobacter.s__Citrobacter_portucalensis"
"24657" "PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Citrobacter.s__Citrobacter_youngae"
"24658" "PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Clostridioides.s__Clostridioides_difficile"
"24659" "PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Clostridium.s__Clostridium_butyricum"
"24660" "PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Clostridium.s__Clostridium_neonatale"
"24661" "PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Clostridium.s__Clostridium_paraputrificum"
"24662" "PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Clostridium.s__Clostridium_sp_7_2_43FAA"
"24663" "PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Clostridium.s__Clostridium_sp_CAG_307"
"24664" "PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Clostridium.s__Clostridium_sp_CAG_349"
"24665" "PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Collinsella.s__Collinsella_intestinalis"
"24666" "PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Coprobacillus.s__Coprobacillus_sp_CAG_698"
"24667" "PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Dielma.s__Dielma_fastidiosa"
"24668" "PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Dorea.s__Dorea_longicatena"
"24669" "PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Enterobacter.s__Enterobacter_cloacae"
"24670" "PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Enterococcus.s__Enterococcus_avium"
"24671" "PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Enterococcus.s__Enterococcus_casseliflavus"
"24672" "PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Enterococcus.s__Enterococcus_durans"
"24673" "PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Enterococcus.s__Enterococcus_faecalis"
